La Liberté,964
Le Temps,719
La Gironde : journal de Bordeaux [puis hebdomadaire illustré du Sud-Ouest],615
Journal des débats politiques et littéraires,547
"La France : politique, scientifique et littéraire / [rédacteur en chef : Léo de Saint-Poncy]",430
Le Soir : feuille de nouvelles ne paraissant qu'à sept heures et demie,428
Le Pays : journal des volontés de la France,412
L'Univers,400
Le Rappel / directeur gérant Albert Barbieux,399
La Gazette de France,390
