La Liberté,662
Le Temps,494
La Gironde : journal de Bordeaux [puis hebdomadaire illustré du Sud-Ouest],452
Journal des débats politiques et littéraires,326
Le Soir : feuille de nouvelles ne paraissant qu'à sept heures et demie,320
"La France : politique, scientifique et littéraire / [rédacteur en chef : Léo de Saint-Poncy]",317
Le Rappel / directeur gérant Albert Barbieux,313
La Gazette de France,273
Le Gaulois : littéraire et politique,271
L'Univers,270
