La Gironde : journal de Bordeaux [puis hebdomadaire illustré du Sud-Ouest]
"Le Sémaphore de Marseille : feuille commerciale, maritime, industrielle, d'annonces judiciaires et avis divers / rétablie et publiée par Ricard et Demonchy"
Le Temps
Le Petit journal
"La France : politique, scientifique et littéraire / [rédacteur en chef : Léo de Saint-Poncy]"
Phare de la Loire : bulletin commercial et maritime de Nantes
Mémorial de la Loire et de la Haute-Loire
Journal des débats politiques et littéraires
La Presse
Journal du Cher
