"La Politique coloniale : journal quotidien, économique et littéraire"
"Le Courrier du soir : quotidien, politique, littéraire"
L'Estafette
"Le Midi : journal républicain libéral [puis journal républicain, paraissant tous les jours]"
La Souveraineté nationale
Le Signal : messager de la semaine / dir. politique Eug. Réveillaud
"L'Etendard : organe des nations latines : politique, économique et littéraire"
Le Petit républicain de l'Aube : journal quotidien
Le Peuple français : organe de l'Union nationale : journal quotidien / [direction Abbé Garnier]
Express : journal politique paraissant à Mulhouse
