La Liberté
Le Temps (Paris. 1861)
La Gironde (Bordeaux. 1853)
Journal des débats politiques et littéraires
Le Soir (Paris. 1869)
"La France : politique, scientifique et littéraire / [rédacteur en chef : Léo de Saint-Poncy]"
Le Rappel (Paris. 1869)
La Gazette de France (1848)
Le Gaulois (Paris. 1868)
L'Univers (1867)
