La Gironde : journal de Bordeaux [puis hebdomadaire illustré du Sud-Ouest]
Journal des débats politiques et littéraires
Phare de la Loire : bulletin commercial et maritime de Nantes
La Gazette de France
"Le Sémaphore de Marseille : feuille commerciale, maritime, industrielle, d'annonces judiciaires et avis divers / rétablie et publiée par Ricard et Demonchy"
Le Pays : journal des volontés de la France
Mémorial de la Loire et de la Haute-Loire
La Presse
Le Messager de Paris
"Le Constitutionnel : journal du commerce, politique et littéraire"
