"Affiches de la Seine : feuille spéciale d'annonces, paraissant en affiche placardée dans les vingt arrondissements de Paris ; et en journal adressé aux principaux cercles, salons de lecture, établissements publics et cafés de Paris et environs, Seine-et-Marne et Seine-et-Oise",1867,1867,https://gallica.bnf.fr/ark:/12148/cb32683205b/date,cb32683205b_date
Affiches de Paris,1791,1791,https://gallica.bnf.fr/ark:/12148/cb32683218p/date,cb32683218p_date
Affiches des Trois-Évêchés : feuille hebdomadaire,1769,1790,https://gallica.bnf.fr/ark:/12148/cb32683240v/date,cb32683240v_date
"Affiches du Maine, annonces, etc.",1780,1792,https://gallica.bnf.fr/ark:/12148/cb32683257k/date,cb32683257k_date
Affiches du Poitou,1773,1781,https://gallica.bnf.fr/ark:/12148/cb32683261t/date,cb32683261t_date
"Affiches nationales : recueil spécial d'annonces, paraissant le mercredi de chaque semaine à Paris et dans tous les départements, sans exception",1866,1867,https://gallica.bnf.fr/ark:/12148/cb32683336w/date,cb32683336w_date
"Affiches patriotiques du département des Deux Sèvres / rédigées par M. Piet-Chambelle, secrétaire-général de ce département",1791,1792,https://gallica.bnf.fr/ark:/12148/cb43847739r/date,cb43847739r_date
"Affiches, annonces et avis divers de la ville de Lorient",1828,1830,https://gallica.bnf.fr/ark:/12148/cb326830691/date,cb326830691_date
"Affiches, annonces et avis divers du Dauphiné",1774,1792,https://gallica.bnf.fr/ark:/12148/cb326831052/date,cb326831052_date
"Affiches, annonces et avis divers, ou Journal général de France",1783,1814,https://gallica.bnf.fr/ark:/12148/cb32683112b/date,cb32683112b_date
"Affiches, annonces, et avis divers : ... feuille hebdomadaire",1761,1784,https://gallica.bnf.fr/ark:/12148/cb32683020p/date,cb32683020p_date
Africa : bulletin de la Société de géographie d'Alger,1880,1880,https://gallica.bnf.fr/ark:/12148/cb326834156/date,cb326834156_date
"Agen s'amuse : journal littéraire [""puis"" journal illustré, journal littéraire], humoristique, théâtral, mondain, bi-mensuel : organe des jeunes",1890,1891,https://gallica.bnf.fr/ark:/12148/cb326835740/date,cb326835740_date
Agence France-presse,1944,1949,https://gallica.bnf.fr/ark:/12148/cb32683693j/date,cb32683693j_date
Agenda Charles Mendel du photographe et de l'amateur de photographie,1895,1898,https://gallica.bnf.fr/ark:/12148/cb32683814z/date,cb32683814z_date
"Agenda et annuaire de la magistrature, du barreau et des officiers publics",1854,1888,https://gallica.bnf.fr/ark:/12148/cb32683946v/date,cb32683946v_date
"Agenda municipal, ou Memento de cabinet à l'usage des maires, adjoints, conseillers municipaux, secrétaires de mairies, administrateurs des hospices... pour ...",1858,1890,https://gallica.bnf.fr/ark:/12148/cb32684003b/date,cb32684003b_date
"Agenda musical : contenant les noms et demeures de tous les artistes et commerçans en musique / par Planque,...",1835,1837,https://gallica.bnf.fr/ark:/12148/cb326840051/date,cb326840051_date
Agenda musical pour l'année ... : contenant tous les renseignemens utiles aux amateurs de musique et aux artistes / publié par un ancien élève du Conservatoire,1836,1836,https://gallica.bnf.fr/ark:/12148/cb41405491r/date,cb41405491r_date
Aguiaine : revue de recherches ethnographiques,1976,2016,https://gallica.bnf.fr/ark:/12148/cb34359562k/date,cb34359562k_date
"Aide-mémoire de l'officier de marine / par Édouard Durassier,... ; continuée par Charles Valentino,...",1887,1903,https://gallica.bnf.fr/ark:/12148/cb326845329/date,cb326845329_date
Aide-mémoire de photographie / publié sous les auspices de la Société photographique de Toulouse par C. Fabre,1876,1910,https://gallica.bnf.fr/ark:/12148/cb34398193b/date,cb34398193b_date
Ailes françaises : hebdomadaire de l'aviation,1944,1945,https://gallica.bnf.fr/ark:/12148/cb326846615/date,cb326846615_date
Air Union : chronique mensuelle illustrée,1932,1933,https://gallica.bnf.fr/ark:/12148/cb45186407z/date,cb45186407z_date
Air-France revue : revue trimestrielle,1934,1968,https://gallica.bnf.fr/ark:/12148/cb34446008n/date,cb34446008n_date
Aircup / Association internationale des résidents de la Cité universitaire de Paris,1985,1986,https://gallica.bnf.fr/ark:/12148/cb452698066/date,cb452698066_date
Aircup : informations de la Cité internationale / Association internationale des résidents de la Cité universitaire de Paris,1964,1964,https://gallica.bnf.fr/ark:/12148/cb452696206/date,cb452696206_date
Aix-les-Bains artiste,1896,1896,https://gallica.bnf.fr/ark:/12148/cb32684795r/date,cb32684795r_date
