Affiches des Trois-Évêchés : feuille hebdomadaire,1769,1790,87.75,https://gallica.bnf.fr/ark:/12148/cb32683240v/date,cb32683240v_date
Journal de Genève.,1787,1791,92.33,https://gallica.bnf.fr/ark:/12148/cb32797446t/date,cb32797446t_date
Courier de Provence,1789,1791,84.63,https://gallica.bnf.fr/ark:/12148/cb32750751q/date,cb32750751q_date
"Gazette de Paris : ouvrage consacré au patriotisme, à l'histoire, à la politique et aux beaux-arts",1789,1792,87.63,https://gallica.bnf.fr/ark:/12148/cb32780569v/date,cb32780569v_date
"Journal général de la cour et de la ville, contenant tout ce qui est décidé à l'Assemblée nationale, à l'Hôtel-de-Ville de Paris, dans les districts, & les nouvelles authentiques de la province, ainsi que des anecdotes intéressantes",1789,1792,92.75,https://gallica.bnf.fr/ark:/12148/cb32801365p/date,cb32801365p_date
"Annales patriotiques et littéraires de la France, et affaires politiques de l'Europe",1789,1794,98.51,https://gallica.bnf.fr/ark:/12148/cb326946601/date,cb326946601_date
"Le Courrier de Paris dans les provinces et des provinces à Paris... / par M. Gorsas, citoyen de Paris",1789,1790,83.94,https://gallica.bnf.fr/ark:/12148/cb343985149/date,cb343985149_date
Journal universel ou Révolutions des royaumes...,1789,1795,87.0,https://gallica.bnf.fr/ark:/12148/cb328024029/date,cb328024029_date
"Gazette universelle, ou Papier-nouvelles de tous les pays et de tous les jours",1789,1792,92.25,https://gallica.bnf.fr/ark:/12148/cb32781565q/date,cb32781565q_date
Bulletin officiel de l'Office national d'hygiène sociale,1928,1934,98.2,https://gallica.bnf.fr/ark:/12148/cb344316631/date,cb344316631_date
"Extrait des observations astronomiques et physiques, faites par ordre de Sa Majesté, à l'Observatoire royal, en l'année ...",1786,1791,98.5,https://gallica.bnf.fr/ark:/12148/cb32772439x/date,cb32772439x_date
Bibliothèque de l'homme public,1790,1792,98.5,https://gallica.bnf.fr/ark:/12148/cb44359598p/date,cb44359598p_date
Catherine de Médicis dans le cabinet de Marie-Antoinette à St. Cloud,1790,1791,95.28,https://gallica.bnf.fr/ark:/12148/cb421219769/date,cb421219769_date
Le Lendemain ou Esprit [puis l'Esprit] des feuilles de la veille,1790,1791,90.65,https://gallica.bnf.fr/ark:/12148/cb32805797c/date,cb32805797c_date
"Courrier extraordinaire, ou le Premier arrivé",1790,1792,98.51,https://gallica.bnf.fr/ark:/12148/cb32751381s/date,cb32751381s_date
"Journal des amis de la Constitution / par M. P. Choderlos, ci-devant de Laclos",1790,1791,91.71,https://gallica.bnf.fr/ark:/12148/cb32799128j/date,cb32799128j_date
Journal patriotique et de la garde nationale de Limoges,1790,1791,94.5,https://gallica.bnf.fr/ark:/12148/cb32802208t/date,cb32802208t_date
"Affiches, annonces et avis divers, ou Journal général de France",1783,1814,74.06,https://gallica.bnf.fr/ark:/12148/cb32683112b/date,cb32683112b_date
"Le Courrier de Paris dans les 83 départemens... / par A.-J. Gorsas, citoyen de Paris",1790,1791,82.31,https://gallica.bnf.fr/ark:/12148/cb34398536m/date,cb34398536m_date
"Mémorial de la gendarmerie : collection annotée des lois, ordonnances, décisions et circulaires relatives au service de l'arme... / par P. C. M. Cochet de Savigny,... et Angélo de Badoer",1836,1887,96.04,https://gallica.bnf.fr/ark:/12148/cb328138485/date,cb328138485_date
"Instructions générales du conseiller d'État, directeur général de l'administration de l'enregistrement et des domaines",1803,1948,98.82,https://gallica.bnf.fr/ark:/12148/cb327929491/date,cb327929491_date
Journal des tribunaux,1791,1792,95.0,https://gallica.bnf.fr/ark:/12148/cb32800536d/date,cb32800536d_date
"Journal de chirurgie / par M. Desault, chirurgien en chef de l'Hôtel-Dieu de Paris",1791,1795,99.93,https://gallica.bnf.fr/ark:/12148/cb32797302x/date,cb32797302x_date
"Affiches patriotiques du département des Deux Sèvres / rédigées par M. Piet-Chambelle, secrétaire-général de ce département",1791,1792,99.93,https://gallica.bnf.fr/ark:/12148/cb43847739r/date,cb43847739r_date
"Recueil général des lois et des arrêts : en matière civile, criminelle, commerciale et de droit public... / par J.-B. Sirey",1809,1950,85.56,https://gallica.bnf.fr/ark:/12148/cb34363188x/date,cb34363188x_date
L'Année littéraire ou Suite des Lettres sur quelques ecrits de ce temps,1754,1802,81.99,https://gallica.bnf.fr/ark:/12148/cb326950195/date,cb326950195_date
"Journal des audiences de la Cour de cassation, ou Recueil des arrêts de cette cour, en matière civile et mixte",1803,1824,89.98,https://gallica.bnf.fr/ark:/12148/cb34419617c/date,cb34419617c_date
Académie royale de peinture et de sculpture,1751,1793,99.93,https://gallica.bnf.fr/ark:/12148/cb326812244/date,cb326812244_date
"La Rocambole des journaux, ou Histoire capucino-comique de la Révolution",1791,1792,86.96,https://gallica.bnf.fr/ark:/12148/cb328624016/date,cb328624016_date
Almanach des 83 départements,1791,1792,95.01,https://gallica.bnf.fr/ark:/12148/cb326881147/date,cb326881147_date
Gazette des nouveaux tribunaux,1791,1799,98.5,https://gallica.bnf.fr/ark:/12148/cb327809000/date,cb327809000_date
Journal d'agriculture à l'usage des habitans de la campagne,1791,1792,96.87,https://gallica.bnf.fr/ark:/12148/cb32796786n/date,cb32796786n_date
Journal de la contre-révolution,1791,1792,88.02,https://gallica.bnf.fr/ark:/12148/cb32797933v/date,cb32797933v_date
Mercure universel,1791,1797,98.51,https://gallica.bnf.fr/ark:/12148/cb32814404p/date,cb32814404p_date
Le Logographe,1791,1792,93.0,https://gallica.bnf.fr/ark:/12148/cb32809037j/date,cb32809037j_date
Journal général de l'Europe / par P. M. H. Lebrun,1791,1792,91.25,https://gallica.bnf.fr/ark:/12148/cb42015082b/date,cb42015082b_date
Thermomètre du jour,1791,1793,86.4,https://gallica.bnf.fr/ark:/12148/cb32877381t/date,cb32877381t_date
L'Ami des citoyens,1791,1793,94.0,https://gallica.bnf.fr/ark:/12148/cb32691325z/date,cb32691325z_date
L'Ami des citoyens,1791,1795,77.34,https://gallica.bnf.fr/ark:/12148/cb32691327n/date,cb32691327n_date
"Magasin encyclopédique, ou Journal des sciences, des lettres et des arts",1792,1816,82.46,https://gallica.bnf.fr/ark:/12148/cb32810599h/date,cb32810599h_date
"Rapports généraux des travaux de la Société philomathique de Paris ... / par les citoyens Riche et Silvestre, secrétaires de cette société",1792,1800,98.5,https://gallica.bnf.fr/ark:/12148/cb32848187z/date,cb32848187z_date
"Le Courrier des LXXXIII départemens... / par M. Gorsas, citoyen de Paris",1791,1792,76.81,https://gallica.bnf.fr/ark:/12148/cb34398537z/date,cb34398537z_date
"Courrier de Paris et des départemens à Strasbourg : journal politique & littéraire, uniquement consacré aux nouvelles françoises, & servant de supplément au Courrier de Strasbourg",1791,1793,95.5,https://gallica.bnf.fr/ark:/12148/cb327507344/date,cb327507344_date
"Nouvelles politiques, nationales et étrangères",1792,1797,98.51,https://gallica.bnf.fr/ark:/12148/cb32826871m/date,cb32826871m_date
Gazette nationale de France,1792,1797,82.01,https://gallica.bnf.fr/ark:/12148/cb32781402j/date,cb32781402j_date
Bulletin de la Convention nationale,1792,1795,93.0,https://gallica.bnf.fr/ark:/12148/cb328960517/date,cb328960517_date
Le Courrier des départemens / par Ant.-Jos. Gorsas,1792,1793,76.62,https://gallica.bnf.fr/ark:/12148/cb343985389/date,cb343985389_date
"Journal des hommes libres de tous les pays, ou le Républicain",1793,1798,98.51,https://gallica.bnf.fr/ark:/12148/cb450927295/date,cb450927295_date
Le Républicain français,1792,1798,98.51,https://gallica.bnf.fr/ark:/12148/cb32852664f/date,cb32852664f_date
"Annuaire statistique, administratif, industriel et judiciaire du département des Hautes-Pyrénées...",1845,1882,98.51,https://gallica.bnf.fr/ark:/12148/cb32698652c/date,cb32698652c_date
Almanach général du département des Hautes-Alpes,1793,1796,98.5,https://gallica.bnf.fr/ark:/12148/cb32689205s/date,cb32689205s_date
Journal d'agriculture et de prospérité publique,1793,1794,95.0,https://gallica.bnf.fr/ark:/12148/cb327968053/date,cb327968053_date
Bulletin des amis de la vérité / publié par les directeurs de l'Imprimerie du Cercle social,1792,1793,96.75,https://gallica.bnf.fr/ark:/12148/cb327256066/date,cb327256066_date
La Feuille villageoise,1790,1796,95.88,https://gallica.bnf.fr/ark:/12148/cb32774831r/date,cb32774831r_date
Feuille du salut public,1793,1794,96.83,https://gallica.bnf.fr/ark:/12148/cb32774696s/date,cb32774696s_date
Convention nationale. Décrets prononcés [dans les séances du 20 septembre au 2 octobre 1792] [- Suite des décrets prononcés dans les séances des 3 et 4 brumaire de l'an quatrième de la République française une et indivisible],1792,1795,98.51,https://gallica.bnf.fr/ark:/12148/cb45226980b/date,cb45226980b_date
Journal du département de la Haute-Vienne,1793,1794,95.02,https://gallica.bnf.fr/ark:/12148/cb328008367/date,cb328008367_date
"Bulletin de littérature, des sciences et des arts",1794,1803,98.5,https://gallica.bnf.fr/ark:/12148/cb32725246b/date,cb32725246b_date
Journal de l'École polytechnique / publié par le Conseil d'instruction de cet établissement,1795,1939,92.13,https://gallica.bnf.fr/ark:/12148/cb34378280v/date,cb34378280v_date
"Journal de physique, de chimie, d'histoire naturelle et des arts",1794,1823,95.0,https://gallica.bnf.fr/ark:/12148/cb32798715m/date,cb32798715m_date
Chansonnier républicain et le Décadaire,1793,1794,67.43,https://gallica.bnf.fr/ark:/12148/cb32740029d/date,cb32740029d_date
Calendrier portatif,1793,1794,71.18,https://gallica.bnf.fr/ark:/12148/cb32736493v/date,cb32736493v_date
"Journal d'agriculture, et d'économie rurale",1794,1795,95.0,https://gallica.bnf.fr/ark:/12148/cb34458520k/date,cb34458520k_date
Annuaire du Lycée des arts,1794,1798,98.5,https://gallica.bnf.fr/ark:/12148/cb326976644/date,cb326976644_date
L'Abeille française,1794,1799,86.1,https://gallica.bnf.fr/ark:/12148/cb326807159/date,cb326807159_date
Feuille de la République,1794,1795,80.75,https://gallica.bnf.fr/ark:/12148/cb45341203b/date,cb45341203b_date
"La Décade philosophique, littéraire et politique / par une société de républicains",1794,1804,90.5,https://gallica.bnf.fr/ark:/12148/cb327543836/date,cb327543836_date
"Le Tribun du peuple, ou le Défenseur des droits de l'homme",1794,1796,92.75,https://gallica.bnf.fr/ark:/12148/cb32880727n/date,cb32880727n_date
Journal des théâtres,1794,1795,85.25,https://gallica.bnf.fr/ark:/12148/cb38734771q/date,cb38734771q_date
"Procès-verbaux des séances de l'Académie tenues depuis la fondation de l'Institut jusqu'au mois d'août 1835 : publiés conformément à une décision de l'Académie par MM. les secrétaires perpétuels / Institut de France, Académie des sciences",1910,1922,95.65,https://gallica.bnf.fr/ark:/12148/cb32746437k/date,cb32746437k_date
"L'Ami des lois, ou Mémorial politique et littéraire",1795,1800,81.75,https://gallica.bnf.fr/ark:/12148/cb326914090/date,cb326914090_date
"Annales de la religion, ou Mémoires pour servir à l'histoire du dix-huitième siècle",1795,1804,73.21,https://gallica.bnf.fr/ark:/12148/cb326939102/date,cb326939102_date
Journal des patriotes de 89 / par Réal et Méhée,1795,1796,84.0,https://gallica.bnf.fr/ark:/12148/cb32800201x/date,cb32800201x_date
Le Censeur des journaux,1795,1797,87.83,https://gallica.bnf.fr/ark:/12148/cb327384831/date,cb327384831_date
"La Sentinelle / par J. B. Louvet (du Loiret), représentant du peuple",1795,1798,93.5,https://gallica.bnf.fr/ark:/12148/cb34367610b/date,cb34367610b_date
L'Ami du peuple,1794,1797,61.48,https://gallica.bnf.fr/ark:/12148/cb32691556s/date,cb32691556s_date
Tableau de Paris,1795,1796,62.25,https://gallica.bnf.fr/ark:/12148/cb36330491k/date,cb36330491k_date
L'Accusateur public,1794,1798,92.56,https://gallica.bnf.fr/ark:/12148/cb34387819d/date,cb34387819d_date
Journal littéraire,1796,1797,98.5,https://gallica.bnf.fr/ark:/12148/cb32801561v/date,cb32801561v_date
"L'Ami des principes, ou Journal du républicain impartial et juste",1796,1798,93.25,https://gallica.bnf.fr/ark:/12148/cb32691436w/date,cb32691436w_date
Le Nouvelliste littéraire,1796,1801,82.21,https://gallica.bnf.fr/ark:/12148/cb32827145c/date,cb32827145c_date
L'Ami de la patrie ou Journal de la liberté française,1796,1798,88.5,https://gallica.bnf.fr/ark:/12148/cb32691237p/date,cb32691237p_date
"La Quotidienne, ou Feuille du jour",1796,1797,82.5,https://gallica.bnf.fr/ark:/12148/cb30940994d/date,cb30940994d_date
"Le Spectateur du Nord : journal politique, littéraire et moral",1797,1802,98.5,https://gallica.bnf.fr/ark:/12148/cb328716560/date,cb328716560_date
"Circulaires, instructions et autres actes émanés du Ministère de l'intérieur, ou relatifs à ce département, de 1797 à 1821 inclusivement",1821,1834,98.5,https://gallica.bnf.fr/ark:/12148/cb412867031/date,cb412867031_date
Journal de la lyre d'Orphée,1797,1803,75.24,https://gallica.bnf.fr/ark:/12148/cb327981169/date,cb327981169_date
Almanach du département des Hautes-Alpes,1797,1800,98.5,https://gallica.bnf.fr/ark:/12148/cb32688572h/date,cb32688572h_date
Annuaire pour l'an ... publié par le Bureau des longitudes,1796,1968,98.51,https://gallica.bnf.fr/ark:/12148/cb343785544/date,cb343785544_date
Almanach des gens de bien,1795,1797,98.5,https://gallica.bnf.fr/ark:/12148/cb32687934t/date,cb32687934t_date
"Le Censeur dramatique, ou Journal des principaux théâtres de Paris et des départemens / par une société de gens-de-lettres ; rédigé par A. B. L. Grimod de la Reynière",1797,1798,83.37,https://gallica.bnf.fr/ark:/12148/cb327384862/date,cb327384862_date
Annales de l'agriculture française,1797,1873,98.5,https://gallica.bnf.fr/ark:/12148/cb32693529c/date,cb32693529c_date
Almanach des muses de l'École centrale du département des Deux-Sèvres,1797,1801,99.93,https://gallica.bnf.fr/ark:/12148/cb32688028n/date,cb32688028n_date
"La Clef du cabinet des souverains : nouveau journal du soir et du matin, historique, politique, économique, moral et littéraire / par les citoyens Garat, Fontanes, Pommereuil, Gérard de Rayneval, Montlinot et Peuchet,...",1797,1805,98.51,https://gallica.bnf.fr/ark:/12148/cb32743377t/date,cb32743377t_date
"Le Courrier des spectacles, ou Journal des théâtres",1797,1807,98.51,https://gallica.bnf.fr/ark:/12148/cb327510949/date,cb327510949_date
Le Thé ou le Journal des dix-huit [puis Thé (Le) ; Thé (Le) ou le Contrôleur général],1797,1799,91.75,https://gallica.bnf.fr/ark:/12148/cb32877163b/date,cb32877163b_date
"Recueil des lettres circulaires, instructions, programmes, discours et autres actes publics, émanés du... Ministère de l'Intérieur",1799,1821,90.22,https://gallica.bnf.fr/ark:/12148/cb41286461c/date,cb41286461c_date
"Journal typographique et bibliographique : ou annonce de tous les ouvrages qui ont rapport à l'imprimerie, comme gravure, fonderie, papeterie, géographie, musique, estampes, architecture, librairie ancienne et moderne, chefs-d'oeuvre de reliure, et de tous les arts libéraux et mécaniques. Ventes d'imprimeries et de librairies",1797,1810,85.32,https://gallica.bnf.fr/ark:/12148/cb34425418d/date,cb34425418d_date
