journal,date,url
1880-01-14, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594261b
1880-02-16, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594294h
1880-02-19, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594297n
1880-03-07, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5943142
1880-05-28, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594396k
1880-08-19, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594479b
1880-09-03, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5944944
1880-10-02, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594523n
1880-11-01, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594553p
1880-11-05, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5945576
1880-12-15, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594597k
1881-01-18, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594631j
1881-02-20, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594664q
1881-04-15, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594718t
1881-05-13, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5947463
1881-05-29, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5947628
1881-06-11, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594775r
1881-07-15, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5948095
1881-12-02, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k594949v
1882-01-11, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5949897
1882-01-17, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5949952
1882-04-19, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595087z
1882-04-29, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k5950979
1882-05-14, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595112z
1882-06-21, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595150k
1882-07-09, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595168z
1882-09-18, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595239m
1882-10-27, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595278m
1882-11-28, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595310t
1882-12-15, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595327t
1882-12-21, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k595333n
1883-01-15, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k607819c
1883-01-28, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k607832d
1883-02-04, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k6078392
1883-02-08, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k6078434
1883-10-13, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k608090h
1883-11-22, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k608130r
1884-01-06, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k6081751
1884-01-15, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k6081840
1884-06-20, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k6083413
1884-06-24, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k608345m
1884-08-20, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k608402d
1884-12-10, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k608514t
1884-12-12, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k608516k
1884-12-31, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k608535w
1885-01-07, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k6085423
1885-03-07, Le Petit journal, https://gallica.bnf.fr/ark:/12148/bpt6k608601n
